party,region,name,twitter,uri
Labour Party,Scotland,Kirsty O'Brien,Coisty_OB
Labour Party,East Midlands,Glenis Willmott,GlenisWillmott,http://dbpedia.org/resource/Glenis_Willmott
Labour Party,East Midlands,Rory Palmer,Rory_Palmer
Labour Party,East Midlands,Linda Woodings,LindaWoodings
Labour Party,East Midlands,Khalid Hadadi,
Labour Party,East Midlands,Nicki Brooks,NickiBrooksx
Labour Party,South East England,Anneliese Dodds,AnnelieseDodds
Labour Party,South East England,John Howarth,johnhowarth1958
Labour Party,South East England,Emily Westley,emilywestley
Labour Party,South East England,James Swindlehurst,jamesswindy
Labour Party,South East England,Farah Nazeer,FarahNazeer
Labour Party,South East England,James Watkins,watkins_js
Labour Party,South East England,Maggie Hughes,EUMaggie_Hughes
Labour Party,South East England,Christopher Clark,
Labour Party,South East England,Karen Landles,karenlandles
Labour Party,South East England,Tracey Hill,
Labour Party,London,Claude Moraes,ClaudeMoraesMEP
Labour Party,London,Mary Honeyball,maryhoneyball
Labour Party,London,Lucy Anderson,Lucy4MEP
Labour Party,London,Seb Dance,SebDance
Labour Party,London,Ivana Bartoletti,IvanaBartoletti
Labour Party,London,Kamaljeet Jandu,KamaljeetJandu
Labour Party,London,Sanchia Alasia,sanchia4europe
Labour Party,London,Andrea Biondi,biondi4europe
Labour Party,Wales,Derek Vaughan,derekvaughan,http://dbpedia.org/resource/Derek_Vaughan
Labour Party,Wales,Jayne Bryant,
Labour Party,Wales,Alex Thomas,
Labour Party,Wales,Christina Rees,ReesEurope
Labour Party,South West England,Clare Moody,ClareMMoody
Labour Party,South West England,Glyn Ford,
Labour Party,South West England,Ann Reeder,SomersetAnn
Labour Party,South West England,Hadleigh Roberts,HadleighRoberts
Labour Party,South West England,Jude Robinson,Juderobinson
Labour Party,South West England,Junab Ali,junabali
4 Freedoms Party,London,Dirk Hazell,
4 Freedoms Party,London,NoelleAnne O’Sullivan,
4 Freedoms Party,London,Geoff Gibas,
4 Freedoms Party,London,Aline Doussin,
4 Freedoms Party,London,Andrew Bell,
4 Freedoms Party,London,Deborah Phillips,
4 Freedoms Party,London,Royston Flude,
4 Freedoms Party,London,Brendan Donnelly,
Harmony Party,South East England,Terry leach,
Harmony Party,South East England,Raymond Crick,
Harmony Party,London,David Vincent,
Harmony Party,East Midlands,Steve Ward,
Harmony Party,West Midlands,Reg Mahrra,
Animal Welfare Party,London,Vanessa Hudson,
Animal Welfare Party,London,Alexander Bourke,
Animal Welfare Party,London,Kirsteen Williamson-Guinn,
Animal Welfare Party,London,Andrew Knight,
Animal Welfare Party,London,Dimple Patel,
Animal Welfare Party,London,Meg Mathews,
Animal Welfare Party,London,Guy Dessoy,
Animal Welfare Party,London,Ranjan Joshi,
Democratic Unionist Party,Northern Ireland,Diane Dodds,DianeDoddsMEP,http://dbpedia.org/resource/Diane_Dodds
Scottish Green Party,Scotland,Maggie Chapman,MaggieEdinburgh
Scottish Green Party,Scotland,Chas Booth,CllrChasBooth
Scottish Green Party,Scotland,Grace Murray,
Scottish Green Party,Scotland,Alastair Whitelaw,
Scottish Green Party,Scotland,Anne Thomas,
Scottish Green Party,Scotland,Steen Parish,steenparish
The Peace Party,South East England,John Morris,
The Peace Party,South East England,Jim Duggan,
The Peace Party,South East England,Julie Roxburgh,
The Peace Party,South East England,Jeff Bolam,
The Peace Party,South East England,Geoff Pay,
The Peace Party,South East England,David Brown,
The Peace Party,South East England,Keith Scott,
The Peace Party,South East England,Imdad Hussain,
The Peace Party,South East England,Munim Choudhury,
The Peace Party,South East England,Charles Wilkinson,
Traditional Unionist Voice,Northern Ireland,Jim Allister,JimAllister,http://dbpedia.org/resource/Jim_Allister
Ulster Unionist Party,Northern Ireland,Jim Nicholson,JNicholsonMEP
We Demand a Referendum,West Midlands,Nikki Sinclaire,NSinclaireMEP,,http://dbpedia.org/resource/Nikki_Sinclaire
We Demand a Referendum,West Midlands,Andy Adris,
We Demand a Referendum,West Midlands,Linda Brown,
We Demand a Referendum,West Midlands,David Bennett,
We Demand a Referendum,West Midlands,Judith Smart,
We Demand a Referendum,West Midlands,Thomas Reid,
We Demand a Referendum,West Midlands,Amanda Wilson,
UKIP,North East England,Jonathan Arnott,JonathanArnott,http://dbpedia.org/resource/Jonathan_Arnott
UKIP,North East England,Richard Elvin,globalrichard
UKIP,North East England,Philip Broughton,
UKIP,Yorkshire and the Humber,Jane Collins,Jane4ukip
UKIP,Yorkshire and the Humber,Amjad Bashir,
UKIP,Yorkshire and the Humber,Mike Hookem,Mike_Hookem
UKIP,Yorkshire and the Humber,Gary Shores,
UKIP,Yorkshire and the Humber,Jason Smith,JasonSmithUKIP
UKIP,Yorkshire and the Humber,Anne Murgatroyd,
UKIP,East of England,Patrick O'Flynn,
UKIP,East of England,Stuart Agnew,,http://dbpedia.org/resource/Stuart_Agnew
UKIP,East of England,Tim Aker,Tim_Aker
UKIP,East of England,Michael Heaver,Michael_Heaver
UKIP,East of England,Mick McGough,mickmcgough
UKIP,East of England,Andy Monk,
UKIP,East of England,Mark Hughes,MarkJHughes
UKIP,North West England,Paul Nuttall,paulnuttallukip,http://dbpedia.org/resource/Paul_Nuttall
UKIP,North West England,Louise Bours,
UKIP,North West England,Steven Woolfe,Steven_Woolfe
UKIP,North West England,Shneur Odze,ShneurOdzeUKIP
UKIP,North West England,Lee Slaughter,
UKIP,North West England,Simon Noble,NibsNoble
UKIP,North West England,Peter Harper,
UKIP,North West England,John Stanyer,
UKIP,West Midlands,Jill Seymour,JSeymourUKIP
UKIP,West Midlands,James Carver,JamesJimCarver
UKIP,West Midlands,Bill Etheridge,milroy666
UKIP,West Midlands,Phil Henrick,philhenrick
UKIP,West Midlands,Michael Wrench,
UKIP,West Midlands,Michael Green,MikeGreenUKIP
UKIP,West Midlands,Lyndon Jones,
UKIP,Scotland,David Coburn,DavidCoburnUKip
UKIP,Scotland,Kevin Newton,KevinNewtonUKIP
UKIP,Scotland,Otto Inglis,OttoInglis
UKIP,Scotland,Denise Baykal,UKIPCowdenbeath
UKIP,Scotland,Hugh Hatrick,hughhatrick
UKIP,Scotland,Malcolm Mackay,
UKIP,East Midlands,Roger Helmer,RogerHelmerMEP,http://dbpedia.org/resource/Roger_Helmer
UKIP,East Midlands,Margot Parker,MargotLJParker
UKIP,East Midlands,Jonathan Bullock,
UKIP,East Midlands,Nigel Wickens,NigelWickens
UKIP,East Midlands,Barry Mahoney,
UKIP,London,Gerard Batten,GerardBattenMEP,http://dbpedia.org/resource/Gerard_Batten
UKIP,London,Paul Oakley,PaulJamesOakley
UKIP,London,Elizabeth Jones,UKIPbrixtonHill
UKIP,London,Lawrence Webb,UKIPWebb4London
UKIP,London,Alastair McFarlane,
UKIP,London,Anthony Brown,libertariantony
UKIP,London,Andrew McNeilis,andrewmcneilis
UKIP,London,Peter Whittle,
UKIP,South East England,Nigel Farage,Nigel_Farage,http://dbpedia.org/resource/Nigel_Farage
UKIP,South East England,Janice Atkinson,JaniceUKIP
UKIP,South East England,Diane James,DianeUKIP
UKIP,South East England,Ray Finch,raymondfinch
UKIP,South East England,Donna Edmunds,DonnaInSussex
UKIP,South East England,Patricia Culligan,CulliganPA
UKIP,South East England,Nigel Jones,
UKIP,South East England,Alan Stevens,AWAHStevens
UKIP,South East England,Simon Strutt,
UKIP,South East England,Barry Cooper,waddesdonbaz
UKIP,Northern Ireland,Henry Reilly,HenryReillyukip
UKIP,Wales,Nathan Gill,NathanGillMEP
UKIP,Wales,James Cole,
UKIP,Wales,Caroline Jones,
UKIP,Wales,David Rowlands,
UKIP,South West England,William Dartmouth,
UKIP,South West England,Julia Reid,Julia__Reid
UKIP,South West England,Gawain Towler,GawainTowler
UKIP,South West England,Tony McIntyre,
UKIP,South West England,Robert Smith,
UKIP,South West England,Keith Crawford,
Scottish National Party,Scotland,Ian Hudghton,hudghtonmepSNP,http://dbpedia.org/resource/Ian_Hudghton
Scottish National Party,Scotland,Alyn Smith,AlynSmithMEP,http://dbpedia.org/resource/Alyn_Smith
Scottish National Party,Scotland,Tasmina Ahmed-Sheikh,TasminaSheikh
Scottish National Party,Scotland,Stephen Gethins,StephenGethins
Scottish National Party,Scotland,Toni Giugliano,ToniGiugliano
Scottish National Party,Scotland,Chris Stephens,CStephenssnp
Plaid Cymru,Wales,Jill Evans,JillEvansMEP,http://dbpedia.org/resource/Jillian_Evans
Plaid Cymru,Wales,Marc Jones,marcvjones
Plaid Cymru,Wales,Stephen Cornelius,
Plaid Cymru,Wales,Ioan Bellin,Ioanbellin
English Democrats,North East England,Kevin Riddiough,kev927riddy
English Democrats,North East England,Sam Kelly,
English Democrats,North East England,John Lewis,
English Democrats,Yorkshire and the Humber,Chris Beverley,chrisbeverley
English Democrats,Yorkshire and the Humber,David Wildgoose,EnglishGoose
English Democrats,Yorkshire and the Humber,Ian Sutton,
English Democrats,Yorkshire and the Humber,Colin Porter,
English Democrats,Yorkshire and the Humber,Tom Redmond,
English Democrats,Yorkshire and the Humber,David Allen,
English Democrats,West Midlands,Derek Hilling,DerekJHilling
English Democrats,West Midlands,Chris Newey,
English Democrats,West Midlands,Steve Paxton,
English Democrats,West Midlands,Charles Hayward,
English Democrats,West Midlands,Margaret Stoll,
English Democrats,West Midlands,David Lane,
English Democrats,West Midlands,Fred Bishop,
English Democrats,North West England,Stephen Morris,SteMorris
English Democrats,North West England,Paul Rimmer,
English Democrats,North West England,Derek Bullock,
English Democrats,North West England,Paul Whitelegg,
English Democrats,North West England,Steve McEllenborough,
English Democrats,North West England,Laurence Depares,
English Democrats,North West England,Valerie Morris,ValMorris
English Democrats,North West England,Anthony Backhouse,
English Democrats,East of England,Robin Tilbrook,RobinTilbrook
English Democrats,East of England,Charles Vickers,charlesvickers
English Democrats,East of England,Stephen Goldspink,
English Democrats,East of England,Maria Situmbeko,
English Democrats,East of England,Bridget Cowan,
English Democrats,East of England,Don Whitbread,
English Democrats,East of England,Jeremy Moreton-Moss,
English Democrats,East Midlands,Kevin Sills,KSillsEngDem
English Democrats,East Midlands,Dave Wickham,
English Democrats,East Midlands,John Dowle,
English Democrats,East Midlands,Oliver Healey,
English Democrats,East Midlands,Terry Spencer,
English Democrats,South East England,Steve Uncles,SteveUncles
English Democrats,South East England,Julia Gasper,
English Democrats,South East England,Amanda Hopwood,
English Democrats,South East England,Simone Clarke,
English Democrats,South East England,Steve Clegg,
English Democrats,South East England,Milly Uncles,
English Democrats,South East England,Mike Russell,
English Democrats,South East England,Mike Tibby,
English Democrats,South East England,Doreen Dye,
English Democrats,South East England,William James,
English Democrats,London,Jenny Knight,jennyknight2014
English Democrats,London,Matthew Roberts,
English Democrats,London,Maggi Young,
English Democrats,London,Graham Clipperton,
English Democrats,London,Gary Butler,
English Democrats,London,Nick Capp,
English Democrats,London,Louise Dutton,
English Democrats,London,Natalie Smith,
English Democrats,South West England,Alan England,
English Democrats,South West England,Mike Blundell,
English Democrats,South West England,Clive Lavelle,
English Democrats,South West England,Barbara Wright,
English Democrats,South West England,Stephen Wright,
English Democrats,South West England,Raymond Carr,
Christian Peoples Alliance,South East England,Norman Burnett,
Christian Peoples Alliance,South East England,Suzanne Fernandes,
Christian Peoples Alliance,South East England,Flora Amar,
Christian Peoples Alliance,South East England,Rev Anthony,
Christian Peoples Alliance,South East England,Dorothy Mugara,
Christian Peoples Alliance,South East England,Kayode Shedowo,
Christian Peoples Alliance,South East England,Bridget Oyekan,
Christian Peoples Alliance,South East England,Nnenna St Luce,
Christian Peoples Alliance,South East England,Chikka Roja,
Christian Peoples Alliance,London,Sid Cordle,
Christian Peoples Alliance,London,Yemi Awolola,
Christian Peoples Alliance,London,Ashley Dickenson,
Christian Peoples Alliance,London,Sharmilla Swarna,
Christian Peoples Alliance,London,Laurence Williams,
Christian Peoples Alliance,London,Ethel Odiete,
Christian Peoples Alliance,London,Kevin Nichols,
Christian Peoples Alliance,London,Stephen Hammond,
Christian Peoples Alliance,East of England,Carl Clark,
Christian Peoples Alliance,East of England,Mark Clamp,
Christian Peoples Alliance,East of England,Chris Olley,
Christian Peoples Alliance,East of England,Stephen Todd,
Christian Peoples Alliance,East of England,Jane Clamp,
Christian Peoples Alliance,East of England,Kirsty Evans,
Christian Peoples Alliance,East of England,Kevin Austin,,http://dbpedia.org/resource/Kevin_Austin
Liberal Democrats,North East England,Angelika Schneider,Angel4theNorth
Liberal Democrats,North East England,Owen Temple,OwenTemple2
Liberal Democrats,North East England,Christian Vassie,christianvassie
Liberal Democrats,Yorkshire and the Humber,Edward McMillan-Scott,emcmillanscott,http://dbpedia.org/resource/Edward_McMillan-Scott
Liberal Democrats,Yorkshire and the Humber,James Monaghan,JamesMonaghan
Liberal Democrats,Yorkshire and the Humber,Joe Otten,CllrJoeOtten
Liberal Democrats,Yorkshire and the Humber,Chris Foote-Wood,ChrisasDickens
Liberal Democrats,Yorkshire and the Humber,Jacqueline Bell,
Liberal Democrats,Yorkshire and the Humber,Aqila Choudhry,
Liberal Democrats,East of England,Andrew Duff,Andrew_Duff_MEP,http://dbpedia.org/resource/Andrew_Duff
Liberal Democrats,East of England,Josephine Hayes,JoHayesLibDem
Liberal Democrats,East of England,Belinda Brooks-Gordon,BelindaBG
Liberal Democrats,East of England,Stephen Robinson,sj_robinson
Liberal Democrats,East of England,Michael Green,michaelgreen01
Liberal Democrats,East of England,Linda Jack,Lindylooz
Liberal Democrats,East of England,Hugh Annand,Hugh_Annand
Liberal Democrats,North West England,Chris Davies,ChrisDaviesMEP,http://dbpedia.org/resource/Chris_Davies
Liberal Democrats,North West England,Helen Foster-Grime,helen_fg
Liberal Democrats,North West England,Jo Crotty,ProfJoCrotty
Liberal Democrats,North West England,Qassim Afzal,QassimAfzal
Liberal Democrats,North West England,Jane Brophy,Cllr_JaneBrophy
Liberal Democrats,North West England,Sue McGuire,sue_mcguire
Liberal Democrats,North West England,Gordon Lishman,
Liberal Democrats,North West England,Neil Christian,Neil_Christian
Liberal Democrats,West Midlands,Phil Bennion,PhilBennionMEP,http://dbpedia.org/resource/Phil_Bennion
Liberal Democrats,West Midlands,Jonathan Webber,JPMWebber
Liberal Democrats,West Midlands,Christine Tinker,ctinker2
Liberal Democrats,West Midlands,Ayoub Khan,AyoubKhanPCC
Liberal Democrats,West Midlands,Tim Bearder,timbearder
Liberal Democrats,West Midlands,Neville Farmer,nevillefarmer
Liberal Democrats,West Midlands,John Redfern,
Liberal Democrats,Scotland,George Lyon,georgelyonmep,http://dbpedia.org/resource/George_Lyon_(Scottish_politician)
Liberal Democrats,Scotland,Christine Jardine,Cajardine
Liberal Democrats,Scotland,Richard Brodie,
Liberal Democrats,Scotland,Jade Holden,JadeEHolden
Liberal Democrats,Scotland,Siobhan Mathers,
Liberal Democrats,Scotland,Euan Davidson,euandavidson
Liberal Democrats,East Midlands,Bill Newton Dunn,billnewtondunn,http://dbpedia.org/resource/Bill_Newton_Dunn
Liberal Democrats,East Midlands,Issan Ghazni,Issanghazni
Liberal Democrats,East Midlands,Phil Knowles,PhilKnowlesLD
Liberal Democrats,East Midlands,George Smid,GeorgeSmid
Liberal Democrats,East Midlands,Deborah Newton-Cook,DNewtonCook
Liberal Democrats,South East England,Catherine Bearder,catherinemep,http://dbpedia.org/resource/Catherine_Bearder
Liberal Democrats,South East England,Anthony Hook,antonyhook
Liberal Democrats,South East England,Dinti Batstone,DintiBatstone
Liberal Democrats,South East England,Giles Goodall,GoodallGiles
Liberal Democrats,South East England,Ian Bearder,IanBearder
Liberal Democrats,South East England,Allis Moss,
Liberal Democrats,South East England,Steve Sollitt,stevesollitt
Liberal Democrats,South East England,Bruce Tennent,BruceTennent
Liberal Democrats,South East England,John Vincent,
Liberal Democrats,South East England,Alan Bullion,AlanBullion
Liberal Democrats,London,Sarah Ludford,SarahLudfordMEP,http://dbpedia.org/resource/Sarah_Ludford,_Baroness_Ludford
Liberal Democrats,London,Jonathan Fryer,jonathanfryer,http://dbpedia.org/resource/Jonathan_Fryer
Liberal Democrats,London,Richard Davis,DrDickyD
Liberal Democrats,London,Anuja Prashar,AnujaPrashar
Liberal Democrats,London,Rosina Robson,RosinaRobson
Liberal Democrats,London,Turhan Ozen,tozen
Liberal Democrats,London,Simon James,simon4europe
Liberal Democrats,London,Matt McLaren,mattjmclaren
Liberal Democrats,Wales,Alec Dauncey,alecaberystwyth
Liberal Democrats,Wales,Rob Speht,
Liberal Democrats,Wales,Jackie Radford,
Liberal Democrats,Wales,Bruce Roberts,WxmBruce
Liberal Democrats,South West England,Graham Watson,grahamwatsonmep,http://dbpedia.org/resource/Graham_Watson
Liberal Democrats,South West England,Kay Barnard,Kay_Barnard
Liberal Democrats,South West England,Brian Matthew,
Liberal Democrats,South West England,Andrew Wigley,andrewwigley
Liberal Democrats,South West England,Jay Risbridger,JayRisbridger
Liberal Democrats,South West England,Lyana Armstrong-Emery,
YOURvoice Party,South East England,Julian James,,http://dbpedia.org/resource/Julian_James
YOURvoice Party,South East England,Rachel Ling,LocalRachel
YOURvoice Party,South East England,Fulvia James,
The Roman Party.AVE,South East England,Jean-Louis Pascual,
Green Party,South West England,Molly Scott Cato,MollyScottCato
Green Party,South West England,Emily McIvor,
Green Party,South West England,Ricky Knight,greenknight49
Green Party,South West England,Audaye Elesedy,audaye
Green Party,South West England,Judy Maciejowska,judymaciejowska
Green Party,South West England,Mark Chivers,
Green Party,Yorkshire and the Humber,Andrew Cooper,clrandrewcooper
Green Party,Yorkshire and the Humber,Shan Oakes,shanoakes
Green Party,Yorkshire and the Humber,Dr Vicky Dunn,HumberGreen
Green Party,Yorkshire and the Humber,Denise Craghill,DeniseCraghill
Green Party,Yorkshire and the Humber,Martin Hemingway,yorksgreenmarti
Green Party,Yorkshire and the Humber,Kevin Warnes,kevinwarnes
Green Party,East of England,Rupert Read,GreenRupertRead,http://dbpedia.org/resource/Rupert_Read
Green Party,East of England,Mark Ereira-Guyer,markereiraguyer,http://dbpedia.org/resource/Mark_Ereira-Guyer
Green Party,East of England,Jill Mills,
Green Party,East of England,Ash Haynes,ashlizhaynes
Green Party,East of England,Marc Scheimann,
Green Party,East of England,Robert Lindsay,robjlinds
Green Party,East of England,Fiona Radic,FionaRadic
Green Party,West Midlands,Will Duckworth,WillDuckworthGP
Green Party,West Midlands,Aldo Mussi,
Green Party,West Midlands,Vicky Duckworth,VickyDuckworth
Green Party,West Midlands,Tom Harris,mrtomharris
Green Party,West Midlands,Karl Macnaughton,CllrKarl
Green Party,West Midlands,Duncan Kerr,DunxKerr
Green Party,West Midlands,Laura Vesty,
Green Party,East Midlands,Kat Boettge,KatBoettge
Green Party,East Midlands,Sue Mallender,Sue_Mallender
Green Party,East Midlands,Richard Mallender,CllrRMallender
Green Party,East Midlands,Peter Allen,petergreenleft
Green Party,East Midlands,Simon Hales,shales73
Green Party,North West England,Peter Cranie,PeterCranie
Green Party,North West England,Gina Dowding,
Green Party,North West England,Laura Bannister,
Green Party,North West England,Jill Perry,
Green Party,North West England,John Knight,
Green Party,North West England,Ulrike Zeshan,
Green Party,North West England,Lewis Coyne,LewisCoyne
Green Party,North West England,Jake Welsh,veganfishcake
Green Party,London,Jean Lambert,GreenJeanMEP,http://dbpedia.org/resource/Jean_Lambert
Green Party,London,Caroline Allen,Green_Caroline
Green Party,London,Haroon Saad,HaroonSaad1
Green Party,London,Shahrar Ali,shahrarali
Green Party,London,Danny Bates,Green_DannyB
Green Party,London,Tracey Hague,
Green Party,London,Violeta Vajda,violetavajda
Green Party,London,Amelia Womack,green_ballerina
Green Party,Wales,Pippa Bartolotti,pippabartolotti
Green Party,Wales,John Matthews,
Green Party,Wales,Chris Were,ChristopherWere
Green Party,Wales,Rozz Cutler,
Green Party,North East England,Shirley Ford,ShirleyFord15
Green Party,North East England,Alison Whalley,alisonjwhalley
Green Party,North East England,Caroline Robinson,
Green Party,South East England,Keith Taylor,GreenKeithMEP,http://dbpedia.org/resource/Keith_Taylor_(British_politician)
Green Party,South East England,Alexandra Phillips,
Green Party,South East England,Derek Wall,Anothergreen
Green Party,South East England,Jason Kitcat,jasonkitcat
Green Party,South East England,Miriam Kennet,
Green Party,South East England,Beverley Golden,
Green Party,South East England,Jonathan Essex,
Green Party,South East England,Jonathan Kent,Jolph
Green Party,South East England,Stuart Jeffrey,stuartjeffery
Green Party,South East England,Ray Cunningham,
Aspire To Better,Northern Ireland,Tina McKenzie,